STATE_NAME,Lg_Dist_Code,DISTRICT_NAME,MICRO,SMALL,MEDIUM,Total,Last_Updated
BIHAR,188,ARARIA,5025,139,3,5167,23-04-2022
BIHAR,611,ARWAL,791,19,0,810,23-04-2022
BIHAR,189,AURANGABAD,3339,70,4,3413,23-04-2022
BIHAR,190,BANKA,3765,35,1,3801,23-04-2022
BIHAR,191,BEGUSARAI,6988,178,14,7180,23-04-2022
BIHAR,192,BHAGALPUR,8163,188,9,8360,23-04-2022
BIHAR,193,BHOJPUR,3819,79,2,3900,23-04-2022
BIHAR,194,BUXAR,2481,58,2,2541,23-04-2022
BIHAR,195,DARBHANGA,7665,157,5,7827,23-04-2022
BIHAR,196,GAYA,8193,164,10,8367,23-04-2022
BIHAR,197,GOPALGANJ,4450,70,1,4521,23-04-2022
BIHAR,198,JAMUI,3795,69,0,3864,23-04-2022
BIHAR,199,JEHANABAD,1637,18,0,1655,23-04-2022
BIHAR,200,KAIMUR (BHABUA),1792,40,1,1833,23-04-2022
BIHAR,201,KATIHAR,5850,153,5,6008,23-04-2022
BIHAR,202,KHAGARIA,3543,74,2,3619,23-04-2022
BIHAR,203,KISHANGANJ,2662,56,4,2722,23-04-2022
BIHAR,204,LAKHISARAI,1766,29,0,1795,23-04-2022
BIHAR,205,MADHEPURA,3303,77,3,3383,23-04-2022
BIHAR,206,MADHUBANI,8151,107,1,8259,23-04-2022
BIHAR,207,MUNGER,3182,27,0,3209,23-04-2022
BIHAR,208,MUZAFFARPUR,14291,424,21,14736,23-04-2022
BIHAR,209,NALANDA,5167,107,2,5276,23-04-2022
BIHAR,210,NAWADA,3564,69,2,3635,23-04-2022
BIHAR,211,PASHCHIM  CHAMPARAN,6046,129,1,6176,23-04-2022
BIHAR,212,PATNA,31118,1158,110,32386,23-04-2022
BIHAR,213,PURBI  CHAMPARAN,10509,195,5,10709,23-04-2022
BIHAR,214,PURNIA,8523,311,29,8863,23-04-2022
BIHAR,215,ROHTAS,4992,113,4,5109,23-04-2022
BIHAR,216,SAHARSA,3509,82,3,3594,23-04-2022
BIHAR,217,SAMASTIPUR,9409,178,6,9593,23-04-2022
BIHAR,218,SARAN,6370,109,2,6481,23-04-2022
BIHAR,219,SHEIKHPURA,1383,21,0,1404,23-04-2022
BIHAR,220,SHEOHAR,1389,12,0,1401,23-04-2022
BIHAR,221,SITAMARHI,6067,102,3,6172,23-04-2022
BIHAR,222,SIWAN,5214,100,3,5317,23-04-2022
BIHAR,223,SUPAUL,3775,60,4,3839,23-04-2022
BIHAR,224,VAISHALI,8356,125,4,8485,23-04-2022
CHHATTISGARH,646,BALOD,1650,35,3,1688,23-04-2022
CHHATTISGARH,644,BALOD BAZAR,3282,64,1,3347,23-04-2022
CHHATTISGARH,649,BALRAMPUR,980,8,1,989,23-04-2022
CHHATTISGARH,374,BASTAR,1682,56,3,1741,23-04-2022
CHHATTISGARH,650,BEMETARA,1773,25,0,1798,23-04-2022
CHHATTISGARH,636,BIJAPUR,199,1,0,200,23-04-2022
CHHATTISGARH,375,BILASPUR,7664,329,20,8013,23-04-2022
CHHATTISGARH,376,DANTEWADA,424,13,0,437,23-04-2022
CHHATTISGARH,377,DHAMTARI,1934,55,0,1989,23-04-2022
CHHATTISGARH,378,DURG,9190,367,34,9591,23-04-2022
CHHATTISGARH,645,GARIABAND,910,10,0,920,23-04-2022
CHHATTISGARH,734,Gaurella Pendra Marwahi,262,3,0,265,23-04-2022
CHHATTISGARH,379,JANJGIR-CHAMPA,3816,89,2,3907,23-04-2022
CHHATTISGARH,380,JASHPUR,893,37,2,932,23-04-2022
CHHATTISGARH,382,KABIRDHAM,1549,42,2,1593,23-04-2022
CHHATTISGARH,381,KANKER,1670,34,2,1706,23-04-2022
CHHATTISGARH,643,KONDAGAON,858,20,0,878,23-04-2022
CHHATTISGARH,383,KORBA,4526,196,31,4753,23-04-2022
CHHATTISGARH,384,KOREA,1628,34,0,1662,23-04-2022
CHHATTISGARH,385,MAHASAMUND,2620,50,1,2671,23-04-2022
CHHATTISGARH,647,MUNGELI,1130,13,0,1143,23-04-2022
CHHATTISGARH,637,NARAYANPUR,179,2,0,181,23-04-2022
CHHATTISGARH,386,RAIGARH,4508,230,19,4757,23-04-2022
CHHATTISGARH,387,RAIPUR,17851,1292,140,19283,23-04-2022
CHHATTISGARH,388,RAJNANDAGAON,4088,109,3,4200,23-04-2022
CHHATTISGARH,642,SUKMA,204,6,0,210,23-04-2022
CHHATTISGARH,648,SURAJPUR,1674,37,0,1711,23-04-2022
CHHATTISGARH,389,SURGUJA,2520,113,8,2641,23-04-2022
GOA,551,NORTH GOA,6369,287,26,6682,23-04-2022
GOA,552,SOUTH GOA,4735,215,15,4965,23-04-2022
GUJARAT,438,AHMADABAD,85650,3666,460,89776,23-04-2022
GUJARAT,439,AMRELI,3191,123,2,3316,23-04-2022
